"","subject","exercise","fbodyacceljerkmeanx","fbodyacceljerkmeany","fbodyacceljerkmeanz","fbodyacceljerkstandarddeviationx","fbodyacceljerkstandarddeviationy","fbodyacceljerkstandarddeviationz","fbodyaccelmagnitudemean","fbodyaccelmagnitudestandarddeviation","fbodyaccelmeanx","fbodyaccelmeany","fbodyaccelmeanz","fbodyaccelstandarddeviationx","fbodyaccelstandarddeviationy","fbodyaccelstandarddeviationz","fbodybodyacceljerkmagnitudemean","fbodybodyacceljerkmagnitudestandarddeviation","fbodybodygyrojerkmagnitudemean","fbodybodygyrojerkmagnitudestandarddeviation","fbodybodygyromagnitudemean","fbodybodygyromagnitudestandarddeviation","fbodygyromeanx","fbodygyromeany","fbodygyromeanz","fbodygyrostandarddeviationx","fbodygyrostandarddeviationy","fbodygyrostandarddeviationz","tbodyacceljerkmagnitudemean","tbodyacceljerkmagnitudestandarddeviation","tbodyacceljerkmeanx","tbodyacceljerkmeany","tbodyacceljerkmeanz","tbodyacceljerkstandarddeviationx","tbodyacceljerkstandarddeviationy","tbodyacceljerkstandarddeviationz","tbodyaccelmagnitudemean","tbodyaccelmagnitudestandarddeviation","tbodyaccelmeanz","tbodyaccelstandarddeviationx","tbodyaccelstandarddeviationy","tbodyaccelstandarddeviationz","tbodygyrojerkmagnitudemean","tbodygyrojerkmagnitudestandarddeviation","tbodygyrojerkmeanx","tbodygyrojerkmeany","tbodygyrojerkmeanz","tbodygyrojerkstandarddeviationx","tbodygyrojerkstandarddeviationy","tbodygyrojerkstandarddeviationz","tbodygyromagnitudemean","tbodygyromagnitudestandarddeviation","tbodygyromeanx","tbodygyromeany","tbodygyromeanz","tbodygyrostandarddeviationx","tbodygyrostandarddeviationy","tbodygyrostandarddeviationz","tgravityaccelmagnitudemean","tgravityaccelmagnitudestandarddeviation","tgravityaccelmeanx","tgravityaccelmeany","tgravityaccelmeanz","tgravityaccelstandarddeviationx","tgravityaccelstandarddeviationy","tgravityaccelstandarddeviationz"
"39",7,"STANDING",-0.775776300830189,-0.795605147479245,-0.826431088566038,-0.810683144660377,-0.802458836222641,-0.797588571018868,-0.703703115188679,-0.714073637264151,-0.73720740424717,-0.746861933341509,-0.780476901339623,-0.795045606415094,-0.783387323143396,-0.77588906445283,-0.699888922777358,-0.703896909073585,-0.707769739133774,-0.708914769207547,-0.699994797113208,-0.697151463945283,-0.819584395858491,-0.770785355322641,-0.745669441535849,-0.733782613670566,-0.734449349173585,-0.716953986396226,-0.728147451509434,-0.733591254981132,-0.788356498811321,-0.806808170716981,-0.822117573754717,-0.801634098188679,-0.808131227584906,-0.809214911626415,-0.717205651022642,-0.701370053641509,-0.707487196622641,-0.700287693150943,-0.740353850113208,-0.742942503726415,-0.759374688735849,-0.764233056337736,-0.737421488216981,-0.735429331603774,-0.722284018535849,-0.71424931660566,-0.715243760269811,-0.712178740330189,-0.730388243769811,-0.722583174771698,-0.827160585528302,-0.809180732924528,-0.771928757630189,-0.771357523532075,-0.776304804698113,-0.75546367643566,-0.699021052245283,-0.702467524060377,-0.731660625111321,-0.742110418662264,-0.78028523240566,-0.778531912943396,-0.759993302603774,-0.762059864566038
"40",7,"WALKING",-0.168249435622807,-0.180639698920702,-0.216167840217544,-0.203098957729825,-0.1990291344,-0.183748550891228,-0.213992160450877,-0.200584380392982,-0.210120149561404,-0.184562525263158,-0.211857254592632,-0.203541348523263,-0.206003710219298,-0.201968049985965,-0.2035555124,-0.174878249280702,-0.18659796312807,-0.156304928759649,-0.191730858361403,-0.203185386266667,-0.196615616757895,-0.219557756036316,-0.220035340134912,-0.215771912522807,-0.186245043610526,-0.190175592087719,-0.221994420154386,-0.198731312345789,-0.162169723814035,-0.172398546542105,-0.190399661026842,-0.167711231285965,-0.187156864164912,-0.190263585563158,-0.231943948350877,-0.210846694019298,-0.167913349861404,-0.201157719319456,-0.195456624735088,-0.164964076717018,-0.19424546803807,-0.208338568307018,-0.214888250689474,-0.220256686426316,-0.192666203285965,-0.197351675136842,-0.220426334026316,-0.220153397487719,-0.213152877040351,-0.19797628854386,-0.17637133844386,-0.202875123877193,-0.182058956919298,-0.165446071491228,-0.190840196122807,-0.198131229524561,-0.18181105785193,-0.235942934333333,-0.163956800708772,-0.169159764353333,-0.19304212727386,-0.175308460947368,-0.161431773373333,-0.171205947645614
"41",7,"WALKING_DOWNSTAIRS",-0.17604638012766,-0.207400488484043,-0.213413360234043,-0.191477619589362,-0.2050400436,-0.236276491848936,-0.275555033306383,-0.212006458023404,-0.108970253695745,-0.119722339046809,-0.16522354077234,-0.17059402552766,-0.188721919574468,-0.200291736234043,-0.193524140119149,-0.252137210140426,-0.254101729602128,-0.24066231412766,-0.194072357382979,-0.195359146489362,-0.219795990914894,-0.225759416076596,-0.240845781638298,-0.244279841629787,-0.242052500629787,-0.248790860021277,-0.138316511665957,-0.106023490717021,-0.155744782085106,-0.178431391312766,-0.129083525519149,-0.13894322587234,-0.121848365336809,-0.154121499468085,-0.134972636646809,-0.160538663829787,-0.148556056042553,-0.178939162595745,-0.17874826193617,-0.187677601065957,-0.164600732846809,-0.161698376421064,-0.157608572719149,-0.15340762067234,-0.116203900897872,-0.128063936874468,-0.122240485723404,-0.119200086919149,-0.117246812978723,-0.17368736012766,-0.166738080578723,-0.135730664671277,-0.168475399631915,-0.161926981382979,-0.13240239247234,-0.13049066212766,-0.115315247338936,-0.131417648255319,-0.21042098095383,-0.169756263625532,-0.166860092504255,-0.161760798374468,-0.165144080851064,-0.166655269642553
"42",7,"WALKING_UPSTAIRS",-0.3613697195,-0.329560966941176,-0.329014205022157,-0.340594611058824,-0.330205455666667,-0.338648119313726,-0.355227934411765,-0.324112388980392,-0.367833773237255,-0.391949393952941,-0.361610735686274,-0.36841199302549,-0.370543608803922,-0.347685699939216,-0.342965620784314,-0.357061111941176,-0.325928934078431,-0.339989312588235,-0.315670343333333,-0.335516276215686,-0.350056562717647,-0.352586825260784,-0.315825732901961,-0.323733380645098,-0.316969172078431,-0.337768654901961,-0.37934858945098,-0.3823012022,-0.375195079470588,-0.403728007645098,-0.453347669547059,-0.43926204627451,-0.422691022692157,-0.440854176964706,-0.417961649568627,-0.374982195170588,-0.365652974019608,-0.37700103357451,-0.395692543019608,-0.37163333727451,-0.354940709823529,-0.353921418823529,-0.442828430607843,-0.431428385176471,-0.413243332666667,-0.404751985117647,-0.397096688313725,-0.388477576215686,-0.40965492492549,-0.363917741980392,-0.44862452972549,-0.430718709470588,-0.421502775141176,-0.383806302313725,-0.409806273490196,-0.423011248294118,-0.397749053909804,-0.400412345456863,-0.342578804117647,-0.375807692941176,-0.393991749627451,-0.409435863862745,-0.427951470137255,-0.413160388215686
"43",8,"LAYING",-0.750040897925926,-0.753036452768518,-0.741484136288889,-0.742530167294444,-0.73765062612037,-0.742154693981481,-0.718552247490741,-0.745440563048148,-0.767520670564815,-0.777763615053704,-0.781247329737037,-0.793630380709259,-0.759523269837037,-0.749431885398148,-0.712575340537037,-0.688296124912963,-0.714521449055556,-0.700592723388889,-0.709670390907407,-0.704643459638889,-0.737407895335185,-0.724057110446296,-0.73031391662963,-0.725461963702778,-0.72238591103463,-0.735938667649259,-0.777706155490741,-0.76580841922037,-0.762736503240741,-0.775254986185185,-0.778891696753704,-0.772997153311111,-0.757056852011111,-0.761321573846296,-0.769084948259259,-0.745510752855556,-0.691977099111111,-0.723569103944444,-0.726116822222222,-0.748813146314815,-0.787288627183333,-0.792100417562963,-0.718182686987037,-0.767831505111111,-0.729756661601852,-0.729961177768519,-0.731690214912963,-0.74971108035,-0.760415094318519,-0.786538715814815,-0.769237993184074,-0.778357088,-0.775926933740741,-0.736675075205556,-0.717019457712963,-0.718827378137037,-0.762212407596296,-0.781416821253704,-0.742550838703704,-0.764405267914815,-0.780320283796296,-0.785417892203704,-0.765663993574074,-0.764631737988889
"44",8,"SITTING",-0.730153928717391,-0.755688511891304,-0.74520710426087,-0.747978685891304,-0.720828154086957,-0.743064261065217,-0.757276377828261,-0.753470603230435,-0.7082966805,-0.710935645913043,-0.728207707195652,-0.729419685369565,-0.753151760304348,-0.747598451956522,-0.765797092282609,-0.776149260963043,-0.746242865815217,-0.76774624426087,-0.776451543326087,-0.742452692334783,-0.79376011326087,-0.790584009630435,-0.766318288869565,-0.75817806123913,-0.767105302695652,-0.781928666155652,-0.741985547226087,-0.745324933369565,-0.791358180126087,-0.789524119347826,-0.792003085375391,-0.765455123984783,-0.759284214976087,-0.786254153665217,-0.73785363962413,-0.729515002880435,-0.748547326561957,-0.749056530508696,-0.733968369043478,-0.745719031452174,-0.718487741413044,-0.732617926652174,-0.753166829043478,-0.729325273447826,-0.743615780219565,-0.761057187878261,-0.75979772301087,-0.749574936308696,-0.723367735130435,-0.71877079423913,-0.781643889428261,-0.788256323,-0.741274450767391,-0.72227031578913,-0.780746654191087,-0.76286026726087,-0.723938324065217,-0.731785700469565,-0.780515343617391,-0.772588319155,-0.793805206863043,-0.786358271452174,-0.763509915284783,-0.773748213113043
"45",8,"STANDING",-0.766573566605556,-0.737956293592593,-0.729277729027778,-0.731232640018519,-0.77075741747963,-0.757643872311111,-0.775706978018519,-0.795182842653704,-0.778398725762407,-0.783574372927778,-0.741184229977778,-0.736995717661111,-0.730683305294444,-0.742598827718518,-0.803023698351852,-0.803766795598148,-0.82114330325,-0.810325380092593,-0.783841779962963,-0.796321337788889,-0.741804870118518,-0.736882675348148,-0.750471879318519,-0.764777015531481,-0.758570141938889,-0.763097058666667,-0.806957924222222,-0.784113964583333,-0.734259291962963,-0.713192486,-0.67970230037037,-0.714617075425926,-0.725497911981482,-0.720095787685185,-0.822936029185185,-0.813479854962963,-0.817262641496296,-0.797955453583333,-0.796458738648148,-0.76179670162963,-0.761222850594444,-0.768537077072222,-0.767550192185185,-0.788699441092593,-0.769853889666667,-0.759990327648148,-0.754375370018519,-0.773586066481482,-0.803361962111111,-0.787615817207407,-0.706070503814815,-0.699167758388889,-0.738005516866667,-0.730242597025926,-0.741577091611111,-0.727942283518519,-0.797956151531481,-0.787193300185185,-0.806973749042593,-0.786387531907407,-0.742811676938889,-0.725252114555556,-0.729333174654259,-0.742377122981482
"46",8,"WALKING",-0.101239908383333,-0.0920281415208333,-0.1171330938,-0.0856124970833333,-0.0570096355208333,-0.0471547145208333,-0.137640903789583,-0.166768244333333,-0.11473326191875,-0.123478626041667,-0.121644214227083,-0.12390097505625,-0.116931210027083,-0.113526349979167,-0.191259707233333,-0.233393371333333,-0.20064257775,-0.207922022845833,-0.225184890220833,-0.184645424814583,-0.0902799169104167,-0.0912614968145833,-0.115393322089583,-0.118298559408333,-0.1022049375625,-0.122705447395833,-0.148525913997083,-0.126057614375,-0.271205468041667,-0.2449794473125,-0.218339970125,-0.22575802925,-0.201721813729167,-0.2234492168225,-0.178615937464583,-0.1930970384375,-0.233407748814375,-0.216060767958333,-0.1901088286875,-0.21445256260625,-0.16610047928125,-0.131494113355833,-0.177480847084937,-0.164592138229167,-0.19900591125,-0.184827551020833,-0.188729635979167,-0.211787188916667,-0.12274547825,-0.132424208502083,-0.206118922860417,-0.1895460235,-0.1906781832,-0.19907301896875,-0.196353020427083,-0.173268778502083,-0.182432382497917,-0.166874429535,-0.233353601416667,-0.2095604089375,-0.220635829958333,-0.2308160259375,-0.259712007645833,-0.228154716635417
"47",8,"WALKING_DOWNSTAIRS",0.00428776268157894,0.0270992590789474,-0.0497859907105263,-0.0342936074078947,-0.000840894010526316,0.000917702692105262,0.0317109440289474,0.0548795450605263,-0.0487965401421053,-0.0134681898026316,-0.00567193054210526,-0.00199380358421053,-0.0348102459347368,-0.0218927478052632,0.0141448458368421,0.0262091395947368,0.0279334473526316,0.0335860936368421,0.0933151463131579,0.0690388012368421,0.00978860646842105,0.0276108382894737,0.0197936860526316,0.03018090795,0.0281293576315789,0.0193319425992105,-0.0637573353947368,-0.0397526419289474,-0.00192239710526316,0.0302802687236842,-0.0019476645868421,-0.0472632570473684,0.0170623709421053,-0.0243109801921053,-0.0719394896578947,-0.0298459405263158,0.0699012565526316,0.0736385677815789,0.0585510928842105,0.0372016361842105,-0.016891228231579,-0.0573944281578947,-0.0768198794184211,-0.0458410480842105,-0.0420995096226316,-0.0405789466842105,-0.0600079235157895,-0.0947475686557895,-0.0178191848657895,0.00294464573421053,-0.0509467776842105,-0.00854915413157895,-0.00724440917368421,-0.00537726063684211,-0.0565365307894737,-0.0732246632236842,-0.060657703431579,-0.094133731995,0.0177354836842105,0.0333116046052632,0.0208888645210526,0.0972569507094737,0.0278996459105263,-0.0342291627631579
"48",8,"WALKING_UPSTAIRS",-0.231110170926829,-0.239324232682927,-0.234636929592683,-0.247752199463415,-0.241946829012195,-0.232407425582927,-0.203915268168293,-0.183925001702439,-0.217761123902439,-0.236398108490244,-0.204987364146341,-0.228854326731707,-0.2403382378,-0.273278141756098,-0.0901393704536585,-0.114225284858537,-0.156699697731707,-0.145118677731707,-0.159502826039024,-0.13257514292439,-0.271127720707317,-0.276896888692683,-0.24505464397561,-0.187414206034146,-0.238857685206829,-0.241501398463415,-0.168591516365854,-0.120576104926829,-0.121379236763415,-0.0860446361707317,-0.0859954169268293,-0.112180270268293,-0.15181461802439,-0.100242531656098,-0.0523704422390244,-0.108444107578049,-0.128802882019512,-0.14891205105122,-0.127807171780488,-0.13328458202439,-0.208042246190244,-0.203356896580488,-0.102093937097561,-0.0814194365365854,-0.0843675423170732,-0.0481262362439024,-0.0635722753902439,-0.0523088013804878,-0.148813180029268,-0.180833349065854,-0.0501337437804878,-0.0706461325121951,-0.12713349557561,-0.108520008463415,-0.104568840902439,-0.101402545170732,-0.0941208658390244,-0.122984931365854,-0.176596783512195,-0.143008494487805,-0.158986108107317,-0.145818235219512,-0.120263765109756,-0.105391932585366
"49",9,"LAYING",-0.753735262494,-0.746331284402,-0.760207752472,-0.739414111822,-0.7462372639,-0.760196812228,-0.760822508386,-0.746417932906,-0.759877795606,-0.780978557146,-0.74573160661,-0.754063244456,-0.76046808424,-0.76166589934,-0.761364320488,-0.78044748818,-0.7275285132,-0.72674413758,-0.735394368584,-0.707782412534,-0.7806026861,-0.767524406502,-0.750508451876,-0.762004011952,-0.778853722478,-0.7436604602404,-0.778507765968,-0.79336052388,-0.727265420486,-0.72663975028,-0.721032296074,-0.69752938818,-0.7152543045,-0.72998742348,-0.768077813224,-0.792387655658,-0.739850335184,-0.716579969062,-0.7067642779,-0.71145791302,-0.760813013938,-0.760733496382,-0.7788887741,-0.77261138902,-0.791743370144,-0.81165497422,-0.79089297314,-0.7793279676,-0.785769582808,-0.757989330492,-0.7272492036,-0.73062324196,-0.7285241652,-0.74087505074,-0.77747838278,-0.76991105278,-0.7841571104,-0.77907380506,-0.72680423628,-0.749133858444,-0.73866010739,-0.73724886619,-0.73623086708,-0.724685655052
"50",9,"SITTING",-0.74191458134,-0.707575991478,-0.708217036786,-0.72852627408,-0.731660522676,-0.71342795887,-0.719977559304,-0.7310568132,-0.738306390732,-0.734682386652,-0.737216006508,-0.724886436844,-0.734576532596,-0.74671745508,-0.701305687514,-0.690017445566,-0.6846887788,-0.68712210948,-0.72480685714,-0.73529489176,-0.71725547173,-0.7349000735712,-0.730357644732,-0.7181255407,-0.72372763648,-0.7108340222,-0.7517902434,-0.756420952618,-0.702967950781,-0.71954768444,-0.718330456236,-0.737893312492,-0.7357537149978,-0.707749436234,-0.76508262146,-0.77927762031,-0.70327222848,-0.710174031764,-0.70872215218,-0.702568845566,-0.73657965364,-0.73572590584,-0.730140823732,-0.761871172996,-0.75291752592,-0.75725897899,-0.77540637116,-0.7583089916,-0.76390161763,-0.763253181,-0.71309049808,-0.730643870322,-0.732012061702,-0.728819759156,-0.715926051218,-0.71729165324,-0.791668556274,-0.76357953776,-0.7068818799,-0.714243360488,-0.740233277142,-0.737173923438,-0.727943202494,-0.708276619082
"51",9,"STANDING",-0.717714008268889,-0.758170705888889,-0.767804700834889,-0.736708075311111,-0.741338504355556,-0.750802903177778,-0.739401954026667,-0.748362609644444,-0.743803055424444,-0.729625134868889,-0.754047624954,-0.737394047182222,-0.742104043848889,-0.703457871262222,-0.742083538395333,-0.728789552911111,-0.771660551022222,-0.748135440333333,-0.724437262413333,-0.735443376820444,-0.761694143022222,-0.741226727073778,-0.732407513488889,-0.732175845711111,-0.744874209044444,-0.740474225386222,-0.766518117377778,-0.740379518022222,-0.773136437068889,-0.765256935711111,-0.759521881977778,-0.716905297511111,-0.738853787177778,-0.763392672173333,-0.734159349933333,-0.715503548466667,-0.755071109888889,-0.768024673504444,-0.782937103844444,-0.769462470493333,-0.761912339888889,-0.763880249686667,-0.762171003257778,-0.717021596777778,-0.719540197977778,-0.7142034501,-0.730447247024444,-0.744503983355556,-0.7240887292,-0.745991466311111,-0.765357122777778,-0.739147987355556,-0.731557126866667,-0.756532152377778,-0.756761194271111,-0.760941674577778,-0.713519559688889,-0.738192971,-0.74936113788,-0.771569086868889,-0.772025864,-0.775420012286667,-0.753194988173333,-0.753060404822222
"52",9,"WALKING",-0.286734013017308,-0.300375953711538,-0.278566308932692,-0.271354874065385,-0.290811024364615,-0.262184885923077,-0.273637956202808,-0.266641999709615,-0.282159775888462,-0.300047174842308,-0.295910130096154,-0.267452495126923,-0.279090723807692,-0.280780997788462,-0.278689802855769,-0.271075951066923,-0.282674288346154,-0.282270431665385,-0.254422251269231,-0.258142650771154,-0.232392638596154,-0.253498864653846,-0.259897314269231,-0.270147772988462,-0.247817738519231,-0.247511379825,-0.322312822634615,-0.327192709496154,-0.303115396865385,-0.343472212961538,-0.339761293134615,-0.333453944519231,-0.32587287195,-0.343292143461538,-0.329523612846154,-0.353373943969231,-0.247630673071154,-0.250957861153846,-0.259317115920115,-0.248430236392308,-0.314898373371154,-0.32232297005,-0.337452051134615,-0.34080923475,-0.338504483461538,-0.343627371586538,-0.3662725645,-0.335703180769231,-0.322893502619231,-0.332775404059038,-0.365438198711538,-0.372185738917308,-0.361192298478846,-0.331019875211538,-0.364231126082692,-0.373017591479038,-0.318705413111538,-0.325202000709231,-0.256611998757692,-0.24745221225,-0.273565774471154,-0.281013073696154,-0.277525554923077,-0.285208308692308
"53",9,"WALKING_DOWNSTAIRS",-0.170193105235714,-0.131757165280952,-0.208474335528571,-0.156553832604762,-0.160560104233333,-0.144274389449048,-0.203789173357143,-0.170066871090476,-0.259354169445238,-0.249705175062619,-0.272846817845238,-0.281523231740476,-0.193918591166667,-0.180537255666667,-0.197276172466667,-0.224905336251429,-0.233262678738095,-0.247312460888095,-0.220773137810952,-0.196009232404762,-0.182117875452381,-0.176835102666667,-0.156310162104762,-0.22764868202381,-0.190977234309524,-0.216538594785714,-0.207966540440476,-0.189465715088095,-0.137294519214286,-0.118374702585714,-0.110399994728571,-0.112061960502381,-0.0838490777619048,-0.125620130807143,-0.154921835357143,-0.1893433055,-0.175918545452381,-0.188649741809524,-0.191096982333333,-0.217463168035714,-0.238298400338095,-0.26595356197619,-0.111561989928571,-0.137403564340476,-0.117711437666667,-0.171176490238095,-0.129435072761905,-0.157481130785714,-0.20397767697619,-0.238266268642857,-0.0884181160476191,-0.0655261627095238,-0.0481158805095238,-0.0807511106330952,-0.107729153690476,-0.0883472435238095,-0.146488102595238,-0.138277309397619,-0.181637879292857,-0.171491565538095,-0.187517831145238,-0.167806771445238,-0.185317048786667,-0.119086884459524
"54",9,"WALKING_UPSTAIRS",-0.363594641612245,-0.380050646571429,-0.371103466408163,-0.406088011428571,-0.39617578174898,-0.393253424055102,-0.427671903081633,-0.404713635518367,-0.273968127536735,-0.314780298755102,-0.313723569530612,-0.293621683489796,-0.330719175755102,-0.360529334755102,-0.40272577882449,-0.394777545517959,-0.385416428122449,-0.377293391933469,-0.362686758,-0.345732274081633,-0.413307412583673,-0.444146990122449,-0.439758303673469,-0.390620961040816,-0.414397870816327,-0.427802961326531,-0.274873350426531,-0.269021184522449,-0.420171929377551,-0.417951993587755,-0.414981094367347,-0.455258774122449,-0.399440101979592,-0.35316304577551,-0.334888542408163,-0.360538251653061,-0.338539466204082,-0.345340452553061,-0.375437092653061,-0.345330891353061,-0.274718763020408,-0.258964813665306,-0.385419882938775,-0.38860018922449,-0.391106769265306,-0.360055059604082,-0.352788290244898,-0.347708816685714,-0.24468372845102,-0.279788617918367,-0.368378397303061,-0.434139820820408,-0.441008337252857,-0.406374536759184,-0.395628949163265,-0.378264530279592,-0.354226740183673,-0.292730417387755,-0.377228540989796,-0.38186290615102,-0.340666691289796,-0.340642860195918,-0.381585643677551,-0.386024961451837
"55",10,"LAYING",-0.75438841477069,-0.775384408005172,-0.759286244817241,-0.770358400974138,-0.799816645948276,-0.792195072344828,-0.780802118310345,-0.812261661810345,-0.716891550054138,-0.729511292618966,-0.735103996411724,-0.736056650534483,-0.71939864945,-0.757597814944828,-0.812819503948276,-0.816379546431034,-0.79448658937931,-0.796993674636207,-0.810463561758621,-0.789125078396552,-0.791670917484483,-0.771882929948276,-0.784637803431035,-0.815561002155172,-0.81168356537931,-0.786658163793103,-0.732940906744828,-0.716233556962069,-0.787178378937931,-0.780566665172414,-0.770974515948276,-0.767840889056897,-0.789281810293103,-0.786616428853448,-0.772518180431034,-0.786123698989655,-0.81799583527931,-0.803883144256379,-0.808311233972414,-0.784523381641379,-0.733038384344828,-0.714106603555172,-0.780727797206897,-0.793984168931035,-0.800534386915517,-0.799956161636207,-0.782559229353448,-0.785676638743103,-0.733613938717241,-0.729405592896552,-0.789181770085172,-0.780091136839138,-0.801277706339655,-0.796757205586207,-0.800343315484483,-0.779690467912069,-0.779500034546034,-0.75589538005,-0.797532981832759,-0.805762020556896,-0.809244738913793,-0.795736443293103,-0.782772562427586,-0.798110317315517
"56",10,"SITTING",-0.7909251239,-0.789800992048148,-0.79148598417037,-0.764830960025926,-0.730391411145,-0.746071218227778,-0.744516014055741,-0.748697390994444,-0.820918305611111,-0.811829884012963,-0.818494252327778,-0.800178358009259,-0.807823707446296,-0.793918449518519,-0.751280726644444,-0.751973295781482,-0.805282606287593,-0.79601468887963,-0.743440339116852,-0.785265554077778,-0.743983934685185,-0.747611885222222,-0.741193561253704,-0.735145613494444,-0.734691412183333,-0.743190263590741,-0.774147296703704,-0.776535901166667,-0.757279189,-0.751661647777778,-0.779904571218519,-0.77477742912963,-0.74471965437037,-0.747901702538889,-0.74147041812963,-0.743042114185185,-0.786107613623889,-0.779270083090741,-0.800548470359815,-0.82034271232963,-0.763620392296296,-0.795060824555556,-0.72485614415,-0.733065450894444,-0.705317386407407,-0.745090287851852,-0.743072275981482,-0.731926121777778,-0.756368715444444,-0.776900138574074,-0.728372735962963,-0.73953924872037,-0.744361241987037,-0.734364347475926,-0.757666359518519,-0.748661950222222,-0.768423082240741,-0.743809726074074,-0.792009508403704,-0.763105706188889,-0.760920730612963,-0.779909160053704,-0.78768933862963,-0.765271846777778
"57",10,"STANDING",-0.763699216227273,-0.747530248925,-0.742692112556818,-0.760406882590909,-0.764618996072727,-0.739339322686364,-0.723342428727273,-0.721886097395455,-0.783974000620455,-0.766759287081818,-0.767656753272727,-0.7673322305,-0.784247072218182,-0.79064820025,-0.709968703340909,-0.719262500772727,-0.751678522931818,-0.738770317795455,-0.740860361363636,-0.753372854636364,-0.719491177534091,-0.745247803340909,-0.754958059895455,-0.757502325818182,-0.745581251275,-0.728211624836364,-0.761288974445455,-0.755897422586364,-0.743526743295455,-0.722848412227273,-0.720463281840909,-0.731447491636364,-0.753547197431818,-0.736092210318182,-0.731099991525,-0.718517557081818,-0.744155498227273,-0.763864061068182,-0.754279143863636,-0.761091421272727,-0.784345047568182,-0.785193604215909,-0.736302632125,-0.7411956615,-0.716490251243182,-0.714167788696818,-0.739144797363636,-0.742189512819773,-0.768851227459091,-0.781815520195455,-0.739696920446591,-0.734754343106818,-0.752300483488636,-0.739491347909091,-0.718273605563636,-0.736970087011364,-0.720633061068182,-0.766945660579545,-0.755004914159091,-0.758121812181818,-0.750363944840909,-0.751837168340909,-0.771846365431818,-0.789835236522727
"58",10,"WALKING",-0.207515762339623,-0.230434215075472,-0.224067647993075,-0.216511349592453,-0.216337892099434,-0.244095557169811,-0.277818684079245,-0.254514540622642,-0.212738772358491,-0.184969314017925,-0.171591108603774,-0.162247741371698,-0.193161384449057,-0.181307448528302,-0.252263706841509,-0.265160912981132,-0.254820840318868,-0.248275092790566,-0.259895370226415,-0.261619807264151,-0.249968881056604,-0.251226128311321,-0.262814557716981,-0.236057301466038,-0.256336905622641,-0.288942110381132,-0.183139338787925,-0.178264343169811,-0.214572722945283,-0.235202629107547,-0.247238336873585,-0.230303634549057,-0.227267663150943,-0.235142361320755,-0.143977144032075,-0.150377329433962,-0.246932547092453,-0.274593609,-0.267991535283019,-0.253811337890566,-0.181515772013208,-0.192365258415094,-0.19792766199434,-0.189561412249057,-0.166659618633962,-0.1516030544,-0.146082827714528,-0.139221109826415,-0.168891265943396,-0.169021702981132,-0.239213951211491,-0.235324620981132,-0.208901798113208,-0.19740419054717,-0.190127591439623,-0.181431607750943,-0.132660220943396,-0.155165706756604,-0.284463106113208,-0.261715182830189,-0.286910865703774,-0.240915805439623,-0.227563252591887,-0.2462604422
"59",10,"WALKING_DOWNSTAIRS",-0.0676201621052632,-0.0321475678157895,-0.0333694639342105,-0.00904217102631579,-0.0305842109468421,-0.00523263002105263,-0.0341043128307895,0.0116160200263158,-0.0986133070052632,-0.125817175531579,-0.0680372115065789,-0.0423508614184211,-0.07059840165,-0.104810560052632,-0.00381110598421053,-0.02507100715,-0.074638342645,-0.0642823368289474,-0.0235048377894737,-0.07927440255,-0.0188097828763158,-0.0198422822368421,-0.0347227879010526,-0.0130692230515789,0.00581375938947368,-0.0597687219210526,-0.141711751842105,-0.133941030315789,-0.175953174421053,-0.184035610089474,-0.197460084842105,-0.188695524868421,-0.183931434639474,-0.176634373631579,-0.178414219439474,-0.164296494773684,-0.0887707468684211,-0.0656559399710526,-0.117741302263158,-0.124711193921053,-0.0953157877710526,-0.129514557426316,-0.207838319263158,-0.160571424789474,-0.200664863076316,-0.232080853715789,-0.217802699418421,-0.203568679710526,-0.148798577342105,-0.143622110473684,-0.192098505184211,-0.190606359594737,-0.228683305518421,-0.203398184921053,-0.161482899289474,-0.255926577894737,-0.205374953052632,-0.140377253868421,-0.151187620868421,-0.164162495921053,-0.124386608355263,-0.149440545657895,-0.135468656239474,-0.160712015778947
"60",10,"WALKING_UPSTAIRS",-0.28002003057234,-0.273899777337021,-0.291288142457447,-0.282257986188851,-0.317182233130277,-0.317173548234043,-0.199044016234043,-0.231774656063319,-0.322587087693617,-0.293352932531915,-0.278572618425532,-0.267675179361702,-0.264316391148936,-0.290703317831915,-0.233602393665957,-0.218977208297872,-0.208649851144681,-0.178064672202128,-0.199867919659574,-0.202225371425532,-0.2621269232,-0.275096758808511,-0.26753910993617,-0.260421838048936,-0.288416943212766,-0.233825621297872,-0.282873204723404,-0.243614753468085,-0.152254330446809,-0.151697772603404,-0.165123574991489,-0.155409179553192,-0.154344140182979,-0.155725079325532,-0.241255957461277,-0.231804917234043,-0.199715505423404,-0.213884219458723,-0.185862667255319,-0.198405728574468,-0.300404118678723,-0.310689450425532,-0.178683114468085,-0.184012218382979,-0.22111951593617,-0.201744395014894,-0.22930745103617,-0.238313093170213,-0.270345826410638,-0.313759017740426,-0.190181843870213,-0.153920973644681,-0.156405102185106,-0.188368631723404,-0.194622036042553,-0.188485381655319,-0.243640603864681,-0.275969349954255,-0.193753899217021,-0.168561127957447,-0.158464927787234,-0.138501681418298,-0.123578431522553,-0.126664224746808
